FeatureCode,DateCode,Measurement,Units,Value,Region of Residence,Breakdown of Domestic Tourism
S12000017,2017-2019,Count,Thousand Nights,7944,All of GB,Nights
S12000017,2009-2011,Count,million pounds (GBP),163,Scotland,Expenditure
S12000017,2010-2012,Count,Thousand Visits,1035,Scotland,Visits
S12000017,2014-2016,Count,million pounds (GBP),502,All of GB,Expenditure
S12000017,2009-2011,Count,Thousand Nights,3706,England,Nights
S12000017,2009-2011,Count,Thousand Nights,3119,Scotland,Nights
S12000017,2014-2016,Count,Thousand Nights,3534,England,Nights
S12000017,2011-2013,Count,million pounds (GBP),213,England,Expenditure
S12000017,2013-2015,Count,Thousand Nights,3355,England,Nights
S12000017,2010-2012,Count,Thousand Nights,3445,Scotland,Nights
S12000017,2013-2015,Count,Thousand Nights,6860,All of GB,Nights
S12000017,2017-2019,Count,million pounds (GBP),244,England,Expenditure
S12000017,2016-2018,Count,Thousand Nights,3435,Scotland,Nights
S12000017,2011-2013,Count,Thousand Visits,1738,All of GB,Visits
S12000017,2011-2013,Count,Thousand Nights,3360,Scotland,Nights
S12000017,2013-2015,Count,Thousand Visits,989,Scotland,Visits
S12000017,2011-2013,Count,Thousand Nights,6784,All of GB,Nights
S12000017,2014-2016,Count,Thousand Nights,6906,All of GB,Nights
S12000017,2010-2012,Count,million pounds (GBP),379,All of GB,Expenditure
S12000017,2009-2011,Count,Thousand Visits,1596,All of GB,Visits
S12000017,2012-2014,Count,Thousand Nights,3413,Scotland,Nights
S12000017,2014-2016,Count,Thousand Visits,1663,All of GB,Visits
S12000017,2010-2012,Count,million pounds (GBP),186,Scotland,Expenditure
S12000017,2017-2019,Count,Thousand Visits,743,England,Visits
S12000017,2017-2019,Count,Thousand Visits,1950,All of GB,Visits
S12000017,2012-2014,Count,Thousand Nights,6636,All of GB,Nights
S12000017,2016-2018,Count,million pounds (GBP),245,England,Expenditure
S12000017,2014-2016,Count,Thousand Visits,707,England,Visits
S12000017,2014-2016,Count,Thousand Nights,3313,Scotland,Nights
S12000017,2015-2017,Count,million pounds (GBP),272,England,Expenditure
S12000017,2013-2015,Count,million pounds (GBP),264,England,Expenditure
S12000017,2009-2011,Count,Thousand Visits,874,Scotland,Visits
S12000017,2012-2014,Count,Thousand Visits,1731,All of GB,Visits
S12000017,2017-2019,Count,million pounds (GBP),492,All of GB,Expenditure
S12000017,2014-2016,Count,Thousand Visits,940,Scotland,Visits
S12000017,2015-2017,Count,Thousand Visits,1729,All of GB,Visits
S12000017,2016-2018,Count,million pounds (GBP),470,All of GB,Expenditure
S12000017,2015-2017,Count,Thousand Visits,978,Scotland,Visits
S12000017,2012-2014,Count,million pounds (GBP),434,All of GB,Expenditure
S12000017,2015-2017,Count,million pounds (GBP),507,All of GB,Expenditure
S12000017,2014-2016,Count,million pounds (GBP),274,England,Expenditure
S12000017,2010-2012,Count,Thousand Visits,618,England,Visits
S12000017,2011-2013,Count,Thousand Visits,1075,Scotland,Visits
S12000017,2017-2019,Count,million pounds (GBP),236,Scotland,Expenditure
S12000017,2016-2018,Count,Thousand Nights,7118,All of GB,Nights
S12000017,2010-2012,Count,Thousand Visits,1670,All of GB,Visits
S12000017,2010-2012,Count,Thousand Nights,3210,England,Nights
S12000017,2009-2011,Count,Thousand Nights,6904,All of GB,Nights
S12000017,2015-2017,Count,Thousand Visits,730,England,Visits
S12000017,2010-2012,Count,Thousand Nights,6712,All of GB,Nights
S12000017,2015-2017,Count,Thousand Nights,7084,All of GB,Nights
S12000018,2012-2014,Count,Thousand Nights,238,All of GB,Nights
S12000018,2010-2012,Count,Thousand Visits,49,Scotland,Visits
S12000018,2015-2017,Count,million pounds (GBP),9,All of GB,Expenditure
S12000018,2013-2015,Count,million pounds (GBP),4,Scotland,Expenditure
S12000018,2009-2011,Count,Thousand Nights,112,Scotland,Nights
S12000018,2016-2018,Count,million pounds (GBP),4,England,Expenditure
S12000018,2016-2018,Count,Thousand Visits,27,Scotland,Visits
S12000018,2011-2013,Count,Thousand Nights,292,All of GB,Nights
S12000018,2016-2018,Count,million pounds (GBP),5,Scotland,Expenditure
S12000018,2017-2019,Count,million pounds (GBP),11,All of GB,Expenditure
S12000018,2010-2012,Count,million pounds (GBP),6,Scotland,Expenditure
S12000018,2013-2015,Count,Thousand Nights,203,All of GB,Nights
S12000018,2011-2013,Count,Thousand Nights,126,Scotland,Nights
S12000018,2014-2016,Count,million pounds (GBP),10,All of GB,Expenditure
S12000018,2014-2016,Count,Thousand Nights,193,All of GB,Nights
S12000018,2014-2016,Count,Thousand Visits,33,England,Visits
S12000018,2014-2016,Count,Thousand Visits,39,Scotland,Visits
S12000018,2013-2015,Count,Thousand Nights,110,England,Nights
S12000018,2017-2019,Count,Thousand Nights,171,All of GB,Nights
S12000018,2011-2013,Count,million pounds (GBP),13,All of GB,Expenditure
S12000018,2009-2011,Count,Thousand Visits,35,England,Visits
S12000018,2016-2018,Count,million pounds (GBP),9,All of GB,Expenditure
S12000018,2014-2016,Count,Thousand Visits,76,All of GB,Visits
S12000018,2009-2011,Count,Thousand Nights,259,All of GB,Nights
S12000018,2016-2018,Count,Thousand Nights,151,All of GB,Nights
S12000018,2009-2011,Count,Thousand Visits,42,Scotland,Visits
S12000018,2015-2017,Count,Thousand Nights,33,England,Nights
S12000018,2010-2012,Count,Thousand Nights,310,All of GB,Nights
S12000018,2012-2014,Count,million pounds (GBP),11,All of GB,Expenditure
S12000018,2017-2019,Count,million pounds (GBP),5,Scotland,Expenditure
S12000018,2011-2013,Count,Thousand Visits,87,All of GB,Visits
S12000018,2016-2018,Count,Thousand Visits,49,All of GB,Visits
S12000018,2013-2015,Count,Thousand Visits,66,All of GB,Visits
S12000018,2009-2011,Count,Thousand Visits,77,All of GB,Visits
S12000018,2016-2018,Count,Thousand Nights,55,England,Nights
S12000018,2016-2018,Count,Thousand Visits,18,England,Visits
S12000018,2017-2019,Count,Thousand Visits,32,England,Visits
S12000018,2015-2017,Count,Thousand Visits,20,England,Visits
S12000018,2014-2016,Count,million pounds (GBP),6,Scotland,Expenditure
S12000018,2015-2017,Count,million pounds (GBP),4,England,Expenditure
S12000018,2011-2013,Count,Thousand Nights,166,England,Nights
S12000018,2012-2014,Count,million pounds (GBP),6,England,Expenditure
S12000018,2015-2017,Count,million pounds (GBP),5,Scotland,Expenditure
S12000018,2017-2019,Count,million pounds (GBP),5,England,Expenditure
S12000018,2015-2017,Count,Thousand Visits,34,Scotland,Visits
S12000018,2010-2012,Count,million pounds (GBP),8,England,Expenditure
S12000018,2014-2016,Count,Thousand Nights,112,Scotland,Nights
S12000018,2009-2011,Count,million pounds (GBP),11,All of GB,Expenditure
S12000018,2013-2015,Count,million pounds (GBP),10,All of GB,Expenditure
S12000018,2011-2013,Count,million pounds (GBP),8,England,Expenditure
S12000018,2010-2012,Count,Thousand Visits,97,All of GB,Visits
S12000018,2015-2017,Count,Thousand Nights,95,Scotland,Nights
S12000018,2011-2013,Count,Thousand Visits,42,England,Visits
S12000018,2017-2019,Count,Thousand Nights,91,Scotland,Nights
S12000018,2014-2016,Count,million pounds (GBP),5,England,Expenditure
S12000018,2010-2012,Count,Thousand Nights,177,England,Nights
S12000018,2011-2013,Count,Thousand Visits,45,Scotland,Visits
S12000018,2012-2014,Count,Thousand Nights,130,England,Nights
S12000018,2013-2015,Count,Thousand Visits,33,Scotland,Visits
S12000018,2017-2019,Count,Thousand Visits,26,Scotland,Visits
S12000018,2013-2015,Count,Thousand Nights,93,Scotland,Nights
S12000018,2017-2019,Count,Thousand Nights,80,England,Nights
S12000018,2012-2014,Count,Thousand Visits,74,All of GB,Visits
S12000018,2012-2014,Count,Thousand Visits,38,Scotland,Visits
S12000018,2013-2015,Count,Thousand Visits,33,England,Visits
S12000018,2015-2017,Count,Thousand Nights,142,All of GB,Nights
S12000018,2009-2011,Count,million pounds (GBP),7,England,Expenditure
S12000018,2014-2016,Count,Thousand Nights,67,England,Nights
S12000018,2012-2014,Count,Thousand Nights,108,Scotland,Nights
S12000018,2012-2014,Count,million pounds (GBP),6,Scotland,Expenditure
S12000018,2010-2012,Count,million pounds (GBP),13,All of GB,Expenditure
S12000018,2009-2011,Count,million pounds (GBP),5,Scotland,Expenditure
S12000018,2012-2014,Count,Thousand Visits,36,England,Visits
S12000018,2013-2015,Count,million pounds (GBP),6,England,Expenditure
S12000018,2011-2013,Count,million pounds (GBP),6,Scotland,Expenditure
S12000018,2017-2019,Count,Thousand Visits,58,All of GB,Visits
S12000018,2009-2011,Count,Thousand Nights,147,England,Nights
S12000018,2016-2018,Count,Thousand Nights,82,Scotland,Nights
S12000018,2015-2017,Count,Thousand Visits,58,All of GB,Visits
S12000018,2010-2012,Count,Thousand Nights,133,Scotland,Nights
S12000018,2010-2012,Count,Thousand Visits,49,England,Visits
S12000019,2015-2017,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2014-2016,Count,Thousand Nights,54,All of GB,Nights
S12000019,2015-2017,Count,Thousand Nights,105,All of GB,Nights
S12000019,2012-2014,Count,Thousand Nights,334,All of GB,Nights
S12000019,2017-2019,Count,million pounds (GBP),2,Scotland,Expenditure
S12000019,2009-2011,Count,Thousand Nights,49,England,Nights
S12000019,2012-2014,Count,Thousand Visits,37,All of GB,Visits
S12000019,2013-2015,Count,Thousand Visits,13,England,Visits
S12000019,2017-2019,Count,million pounds (GBP),3,England,Expenditure
S12000019,2017-2019,Count,Thousand Nights,52,Scotland,Nights
S12000019,2017-2019,Count,Thousand Visits,20,Scotland,Visits
S12000019,2015-2017,Count,Thousand Visits,39,All of GB,Visits
S12000019,2013-2015,Count,Thousand Visits,33,All of GB,Visits
S12000019,2017-2019,Count,Thousand Visits,26,England,Visits
S12000019,2012-2014,Count,Thousand Nights,305,England,Nights
S12000019,2012-2014,Count,Thousand Visits,10,Scotland,Visits
S12000019,2010-2012,Count,million pounds (GBP),7,England,Expenditure
S12000019,2013-2015,Count,million pounds (GBP),2,England,Expenditure
S12000019,2011-2013,Count,million pounds (GBP),8,England,Expenditure
S12000019,2013-2015,Count,Thousand Nights,47,England,Nights
S12000019,2009-2011,Count,Thousand Visits,38,All of GB,Visits
S12000019,2014-2016,Count,Thousand Visits,10,England,Visits
S12000019,2017-2019,Count,Thousand Visits,46,All of GB,Visits
S12000019,2016-2018,Count,Thousand Nights,21,Scotland,Nights
S12000019,2016-2018,Count,million pounds (GBP),3,All of GB,Expenditure
S12000019,2009-2011,Count,million pounds (GBP),5,England,Expenditure
S12000019,2016-2018,Count,million pounds (GBP),2,England,Expenditure
S12000019,2010-2012,Count,Thousand Nights,330,All of GB,Nights
S12000019,2011-2013,Count,Thousand Visits,63,All of GB,Visits
S12000019,2011-2013,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2013-2015,Count,Thousand Nights,108,All of GB,Nights
S12000019,2016-2018,Count,Thousand Visits,32,All of GB,Visits
S12000019,2010-2012,Count,Thousand Visits,55,All of GB,Visits
S12000019,2010-2012,Count,Thousand Visits,12,Scotland,Visits
S12000019,2011-2013,Count,million pounds (GBP),10,All of GB,Expenditure
S12000019,2012-2014,Count,Thousand Nights,29,Scotland,Nights
S12000019,2010-2012,Count,million pounds (GBP),7,All of GB,Expenditure
S12000019,2016-2018,Count,Thousand Visits,14,Scotland,Visits
S12000019,2011-2013,Count,Thousand Nights,32,Scotland,Nights
S12000019,2017-2019,Count,Thousand Nights,110,England,Nights
S12000019,2017-2019,Count,million pounds (GBP),5,All of GB,Expenditure
S12000019,2012-2014,Count,million pounds (GBP),4,All of GB,Expenditure
S12000019,2016-2018,Count,Thousand Visits,18,England,Visits
S12000019,2014-2016,Count,Thousand Nights,13,England,Nights
S12000019,2011-2013,Count,Thousand Nights,384,All of GB,Nights
S12000019,2015-2017,Count,million pounds (GBP),5,All of GB,Expenditure
S12000019,2012-2014,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2010-2012,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2011-2013,Count,Thousand Visits,13,Scotland,Visits
S12000019,2010-2012,Count,Thousand Nights,15,Scotland,Nights
S12000019,2009-2011,Count,Thousand Nights,13,Scotland,Nights
S12000019,2017-2019,Count,Thousand Nights,162,All of GB,Nights
S12000019,2010-2012,Count,Thousand Nights,315,England,Nights
S12000019,2013-2015,Count,million pounds (GBP),6,All of GB,Expenditure
S12000019,2011-2013,Count,Thousand Visits,49,England,Visits
S12000019,2015-2017,Count,Thousand Visits,18,England,Visits
S12000019,2015-2017,Count,Thousand Visits,14,Scotland,Visits
S12000019,2010-2012,Count,Thousand Visits,42,England,Visits
S12000019,2009-2011,Count,Thousand Visits,25,England,Visits
S12000019,2015-2017,Count,Thousand Nights,42,Scotland,Nights
S12000019,2009-2011,Count,million pounds (GBP),0,Scotland,Expenditure
S12000019,2013-2015,Count,Thousand Visits,14,Scotland,Visits
S12000019,2009-2011,Count,million pounds (GBP),5,All of GB,Expenditure
S12000019,2014-2016,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2011-2013,Count,Thousand Nights,352,England,Nights
S12000019,2015-2017,Count,Thousand Nights,56,England,Nights
S12000019,2014-2016,Count,Thousand Nights,34,Scotland,Nights
S12000019,2012-2014,Count,million pounds (GBP),3,England,Expenditure
S12000019,2012-2014,Count,Thousand Visits,26,England,Visits
S12000019,2013-2015,Count,million pounds (GBP),1,Scotland,Expenditure
S12000019,2014-2016,Count,million pounds (GBP),1,England,Expenditure
S12000019,2014-2016,Count,million pounds (GBP),3,All of GB,Expenditure
S12000019,2016-2018,Count,Thousand Nights,84,All of GB,Nights
S12000019,2014-2016,Count,Thousand Visits,9,Scotland,Visits
S12000019,2009-2011,Count,Thousand Visits,13,Scotland,Visits
S12000019,2014-2016,Count,Thousand Visits,25,All of GB,Visits
S12000019,2016-2018,Count,million pounds (GBP),0,Scotland,Expenditure
S12000019,2016-2018,Count,Thousand Nights,62,England,Nights
S12000019,2013-2015,Count,Thousand Nights,55,Scotland,Nights
S12000019,2015-2017,Count,million pounds (GBP),2,England,Expenditure
S12000019,2009-2011,Count,Thousand Nights,62,All of GB,Nights
S12000020,2014-2016,Count,million pounds (GBP),24,England,Expenditure
S12000020,2015-2017,Count,Thousand Nights,573,All of GB,Nights
S12000020,2011-2013,Count,million pounds (GBP),24,Scotland,Expenditure
S12000020,2017-2019,Count,million pounds (GBP),13,Scotland,Expenditure
S12000020,2017-2019,Count,Thousand Visits,84,Scotland,Visits
S12000020,2015-2017,Count,Thousand Nights,284,Scotland,Nights
S12000020,2012-2014,Count,Thousand Nights,1240,All of GB,Nights
S12000020,2014-2016,Count,million pounds (GBP),22,Scotland,Expenditure
S12000020,2016-2018,Count,Thousand Nights,562,All of GB,Nights
S12000020,2009-2011,Count,Thousand Nights,287,Scotland,Nights
S12000020,2010-2012,Count,million pounds (GBP),18,Scotland,Expenditure
S12000020,2012-2014,Count,million pounds (GBP),29,Scotland,Expenditure
S12000020,2009-2011,Count,Thousand Visits,194,All of GB,Visits
S12000020,2016-2018,Count,Thousand Nights,328,England,Nights
S12000020,2013-2015,Count,Thousand Nights,735,Scotland,Nights
S12000020,2015-2017,Count,Thousand Visits,150,All of GB,Visits
S12000020,2013-2015,Count,Thousand Visits,187,Scotland,Visits
S12000020,2017-2019,Count,Thousand Nights,323,Scotland,Nights
S12000020,2011-2013,Count,Thousand Nights,1102,All of GB,Nights
S12000020,2016-2018,Count,million pounds (GBP),10,Scotland,Expenditure
S12000020,2009-2011,Count,Thousand Nights,412,England,Nights
S12000020,2014-2016,Count,Thousand Nights,527,Scotland,Nights
S12000020,2017-2019,Count,Thousand Nights,639,All of GB,Nights
S12000020,2009-2011,Count,Thousand Nights,699,All of GB,Nights
S12000020,2013-2015,Count,Thousand Nights,1304,All of GB,Nights
S12000020,2009-2011,Count,million pounds (GBP),15,Scotland,Expenditure
S12000020,2014-2016,Count,Thousand Visits,134,Scotland,Visits
S12000020,2010-2012,Count,Thousand Nights,749,All of GB,Nights
S12000020,2016-2018,Count,Thousand Visits,115,All of GB,Visits
S12000020,2013-2015,Count,million pounds (GBP),30,Scotland,Expenditure
S12000020,2013-2015,Count,Thousand Visits,269,All of GB,Visits
S12000020,2014-2016,Count,Thousand Visits,197,All of GB,Visits
S12000020,2010-2012,Count,million pounds (GBP),31,All of GB,Expenditure
S12000020,2015-2017,Count,million pounds (GBP),15,Scotland,Expenditure
S12000020,2017-2019,Count,Thousand Visits,133,All of GB,Visits
S12000020,2017-2019,Count,Thousand Visits,49,England,Visits
S12000020,2014-2016,Count,million pounds (GBP),47,All of GB,Expenditure
S12000020,2009-2011,Count,million pounds (GBP),32,All of GB,Expenditure
S12000020,2011-2013,Count,Thousand Visits,185,Scotland,Visits
S12000020,2015-2017,Count,million pounds (GBP),36,All of GB,Expenditure
S12000020,2013-2015,Count,Thousand Visits,76,England,Visits
S12000020,2009-2011,Count,Thousand Visits,113,Scotland,Visits
S12000020,2016-2018,Count,Thousand Visits,62,Scotland,Visits
S12000020,2011-2013,Count,Thousand Visits,67,England,Visits
S12000020,2012-2014,Count,Thousand Visits,208,Scotland,Visits
S12000020,2016-2018,Count,Thousand Visits,54,England,Visits
S12000020,2010-2012,Count,Thousand Visits,66,England,Visits
S12000020,2015-2017,Count,Thousand Visits,53,England,Visits
S12000020,2015-2017,Count,Thousand Nights,273,England,Nights
S12000020,2010-2012,Count,Thousand Nights,342,Scotland,Nights
S12000020,2012-2014,Count,million pounds (GBP),51,All of GB,Expenditure
S12000020,2011-2013,Count,Thousand Visits,256,All of GB,Visits
S12000020,2016-2018,Count,Thousand Nights,234,Scotland,Nights
S12000020,2010-2012,Count,Thousand Visits,221,All of GB,Visits
S12000020,2014-2016,Count,Thousand Nights,820,All of GB,Nights
S12000020,2010-2012,Count,Thousand Nights,401,England,Nights
S12000020,2011-2013,Count,Thousand Nights,498,Scotland,Nights
S12000020,2012-2014,Count,Thousand Nights,341,England,Nights
S12000020,2011-2013,Count,million pounds (GBP),16,England,Expenditure
S12000020,2012-2014,Count,million pounds (GBP),16,England,Expenditure
S12000020,2010-2012,Count,million pounds (GBP),12,England,Expenditure
S12000020,2013-2015,Count,million pounds (GBP),60,All of GB,Expenditure
S12000020,2015-2017,Count,Thousand Visits,95,Scotland,Visits
S12000020,2017-2019,Count,Thousand Nights,315,England,Nights
S12000020,2009-2011,Count,Thousand Visits,81,England,Visits
S12000020,2012-2014,Count,Thousand Visits,274,All of GB,Visits
S12000020,2013-2015,Count,million pounds (GBP),23,England,Expenditure
S12000020,2016-2018,Count,million pounds (GBP),19,England,Expenditure
S12000020,2017-2019,Count,million pounds (GBP),12,England,Expenditure
S12000020,2015-2017,Count,million pounds (GBP),20,England,Expenditure
S12000020,2013-2015,Count,Thousand Nights,421,England,Nights
S12000020,2012-2014,Count,Thousand Visits,61,England,Visits
S12000020,2012-2014,Count,Thousand Nights,762,Scotland,Nights
S12000020,2014-2016,Count,Thousand Nights,277,England,Nights
S12000020,2009-2011,Count,million pounds (GBP),17,England,Expenditure
S12000020,2016-2018,Count,million pounds (GBP),29,All of GB,Expenditure
S12000020,2010-2012,Count,Thousand Visits,154,Scotland,Visits
S12000020,2014-2016,Count,Thousand Visits,60,England,Visits
S12000020,2017-2019,Count,million pounds (GBP),25,All of GB,Expenditure
S12000020,2011-2013,Count,Thousand Nights,466,England,Nights
S12000020,2011-2013,Count,million pounds (GBP),47,All of GB,Expenditure
S12000021,2013-2015,Count,million pounds (GBP),59,All of GB,Expenditure
S12000021,2011-2013,Count,Thousand Visits,177,Scotland,Visits
S12000021,2010-2012,Count,Thousand Nights,904,England,Nights
S12000021,2009-2011,Count,Thousand Visits,90,England,Visits
S12000021,2009-2011,Count,million pounds (GBP),60,All of GB,Expenditure
S12000021,2013-2015,Count,million pounds (GBP),18,England,Expenditure
S12000021,2015-2017,Count,Thousand Nights,366,England,Nights
S12000021,2012-2014,Count,Thousand Visits,207,Scotland,Visits
S12000021,2013-2015,Count,Thousand Visits,223,Scotland,Visits
S12000021,2016-2018,Count,Thousand Nights,329,England,Nights
S12000021,2012-2014,Count,Thousand Nights,929,All of GB,Nights
S12000021,2014-2016,Count,Thousand Visits,288,All of GB,Visits
S12000021,2015-2017,Count,million pounds (GBP),33,England,Expenditure
S12000021,2017-2019,Count,Thousand Visits,176,Scotland,Visits
S12000021,2015-2017,Count,Thousand Visits,165,Scotland,Visits
S12000021,2017-2019,Count,Thousand Nights,734,All of GB,Nights
S12000021,2017-2019,Count,million pounds (GBP),30,Scotland,Expenditure
S12000021,2017-2019,Count,million pounds (GBP),42,All of GB,Expenditure
S12000021,2017-2019,Count,Thousand Visits,48,England,Visits
S12000021,2013-2015,Count,Thousand Visits,280,All of GB,Visits
S12000021,2010-2012,Count,million pounds (GBP),21,Scotland,Expenditure
S12000021,2016-2018,Count,million pounds (GBP),25,England,Expenditure
S12000021,2016-2018,Count,million pounds (GBP),55,All of GB,Expenditure
S12000021,2014-2016,Count,Thousand Visits,89,England,Visits
S12000021,2012-2014,Count,million pounds (GBP),19,England,Expenditure
S12000021,2015-2017,Count,million pounds (GBP),66,All of GB,Expenditure
S12000021,2014-2016,Count,Thousand Visits,198,Scotland,Visits
S12000021,2015-2017,Count,Thousand Visits,266,All of GB,Visits
S12000021,2012-2014,Count,Thousand Visits,78,England,Visits
S12000021,2014-2016,Count,million pounds (GBP),39,Scotland,Expenditure
S12000021,2011-2013,Count,Thousand Visits,94,England,Visits
S12000021,2015-2017,Count,Thousand Visits,101,England,Visits
S12000021,2014-2016,Count,million pounds (GBP),28,England,Expenditure
S12000021,2012-2014,Count,million pounds (GBP),53,All of GB,Expenditure
S12000021,2010-2012,Count,Thousand Nights,1361,All of GB,Nights
S12000021,2017-2019,Count,Thousand Visits,224,All of GB,Visits
S12000021,2010-2012,Count,Thousand Visits,104,England,Visits
S12000021,2009-2011,Count,million pounds (GBP),24,Scotland,Expenditure
S12000021,2010-2012,Count,Thousand Visits,260,All of GB,Visits
S12000021,2011-2013,Count,Thousand Nights,546,England,Nights
S12000021,2016-2018,Count,Thousand Nights,840,All of GB,Nights
S12000021,2015-2017,Count,million pounds (GBP),33,Scotland,Expenditure
S12000021,2014-2016,Count,Thousand Nights,679,Scotland,Nights
S12000021,2012-2014,Count,million pounds (GBP),32,Scotland,Expenditure
S12000021,2013-2015,Count,Thousand Visits,57,England,Visits
S12000021,2011-2013,Count,Thousand Nights,1071,All of GB,Nights
S12000021,2009-2011,Count,Thousand Visits,283,All of GB,Visits
S12000021,2013-2015,Count,Thousand Nights,739,Scotland,Nights
S12000021,2012-2014,Count,Thousand Nights,309,England,Nights
S12000021,2011-2013,Count,million pounds (GBP),26,Scotland,Expenditure
S12000021,2009-2011,Count,Thousand Nights,1565,All of GB,Nights
S12000021,2009-2011,Count,Thousand Nights,639,Scotland,Nights
S12000021,2017-2019,Count,million pounds (GBP),12,England,Expenditure
S12000021,2013-2015,Count,million pounds (GBP),41,Scotland,Expenditure
S12000021,2015-2017,Count,Thousand Nights,992,All of GB,Nights
S12000021,2013-2015,Count,Thousand Nights,934,All of GB,Nights
S12000021,2012-2014,Count,Thousand Visits,288,All of GB,Visits
S12000021,2016-2018,Count,Thousand Visits,164,Scotland,Visits
S12000021,2014-2016,Count,Thousand Nights,1026,All of GB,Nights
S12000021,2017-2019,Count,Thousand Nights,164,England,Nights
S12000021,2016-2018,Count,million pounds (GBP),30,Scotland,Expenditure
S12000021,2010-2012,Count,Thousand Visits,150,Scotland,Visits
S12000021,2015-2017,Count,Thousand Nights,626,Scotland,Nights
S12000021,2009-2011,Count,million pounds (GBP),36,England,Expenditure
S12000021,2013-2015,Count,Thousand Nights,195,England,Nights
S12000021,2012-2014,Count,Thousand Nights,597,Scotland,Nights
S12000021,2010-2012,Count,million pounds (GBP),63,All of GB,Expenditure
S12000021,2010-2012,Count,million pounds (GBP),41,England,Expenditure
S12000021,2011-2013,Count,million pounds (GBP),60,All of GB,Expenditure
S12000021,2016-2018,Count,Thousand Nights,511,Scotland,Nights
S12000021,2017-2019,Count,Thousand Nights,570,Scotland,Nights
S12000021,2011-2013,Count,Thousand Nights,502,Scotland,Nights
S12000021,2014-2016,Count,million pounds (GBP),68,All of GB,Expenditure
S12000021,2011-2013,Count,Thousand Visits,274,All of GB,Visits
S12000021,2014-2016,Count,Thousand Nights,347,England,Nights
S12000021,2016-2018,Count,Thousand Visits,246,All of GB,Visits
S12000021,2011-2013,Count,million pounds (GBP),33,England,Expenditure
S12000021,2009-2011,Count,Thousand Visits,190,Scotland,Visits
S12000021,2009-2011,Count,Thousand Nights,905,England,Nights
S12000021,2010-2012,Count,Thousand Nights,414,Scotland,Nights
S12000021,2016-2018,Count,Thousand Visits,82,England,Visits
S12000023,2016-2018,Count,million pounds (GBP),46,All of GB,Expenditure
S12000023,2009-2011,Count,million pounds (GBP),11,England,Expenditure
S12000023,2010-2012,Count,Thousand Nights,456,All of GB,Nights
S12000023,2013-2015,Count,Thousand Nights,243,England,Nights
S12000023,2009-2011,Count,Thousand Nights,380,All of GB,Nights
S12000023,2010-2012,Count,million pounds (GBP),12,England,Expenditure
S12000023,2012-2014,Count,Thousand Nights,355,England,Nights
S12000023,2014-2016,Count,million pounds (GBP),16,England,Expenditure
S12000023,2013-2015,Count,Thousand Nights,327,All of GB,Nights
S12000023,2016-2018,Count,million pounds (GBP),24,England,Expenditure
S12000023,2015-2017,Count,million pounds (GBP),20,England,Expenditure
S12000023,2017-2019,Count,million pounds (GBP),23,England,Expenditure
S12000023,2010-2012,Count,million pounds (GBP),10,Scotland,Expenditure
S12000023,2012-2014,Count,million pounds (GBP),19,England,Expenditure
S12000023,2011-2013,Count,million pounds (GBP),15,England,Expenditure
S12000023,2016-2018,Count,Thousand Nights,507,All of GB,Nights
S12000023,2016-2018,Count,million pounds (GBP),22,Scotland,Expenditure
S12000023,2015-2017,Count,Thousand Nights,428,All of GB,Nights
S12000023,2013-2015,Count,million pounds (GBP),21,All of GB,Expenditure
S12000023,2015-2017,Count,million pounds (GBP),40,All of GB,Expenditure
S12000023,2014-2016,Count,million pounds (GBP),32,All of GB,Expenditure
S12000023,2011-2013,Count,million pounds (GBP),24,All of GB,Expenditure
S12000023,2011-2013,Count,Thousand Nights,457,All of GB,Nights
S12000023,2011-2013,Count,Thousand Nights,297,England,Nights
S12000023,2009-2011,Count,million pounds (GBP),25,All of GB,Expenditure
S12000023,2010-2012,Count,Thousand Nights,238,England,Nights
S12000023,2010-2012,Count,million pounds (GBP),22,All of GB,Expenditure
S12000023,2013-2015,Count,million pounds (GBP),17,England,Expenditure
S12000023,2012-2014,Count,Thousand Nights,177,Scotland,Nights
S12000023,2011-2013,Count,million pounds (GBP),9,Scotland,Expenditure
S12000023,2017-2019,Count,Thousand Nights,533,All of GB,Nights
S12000023,2014-2016,Count,Thousand Nights,378,All of GB,Nights
S12000023,2012-2014,Count,million pounds (GBP),28,All of GB,Expenditure
S12000023,2015-2017,Count,million pounds (GBP),20,Scotland,Expenditure
S12000023,2017-2019,Count,million pounds (GBP),15,Scotland,Expenditure
S12000023,2013-2015,Count,million pounds (GBP),3,Scotland,Expenditure
S12000023,2012-2014,Count,million pounds (GBP),9,Scotland,Expenditure
S12000023,2010-2012,Count,Thousand Nights,218,Scotland,Nights
S12000023,2015-2017,Count,Thousand Nights,217,England,Nights
S12000023,2014-2016,Count,million pounds (GBP),15,Scotland,Expenditure
S12000023,2017-2019,Count,million pounds (GBP),38,All of GB,Expenditure
S12000023,2009-2011,Count,million pounds (GBP),14,Scotland,Expenditure
S12000023,2011-2013,Count,Thousand Nights,158,Scotland,Nights
S12000023,2017-2019,Count,Thousand Nights,217,England,Nights
S12000023,2017-2019,Count,Thousand Visits,40,England,Visits
